name,street_address,price,cuisine,rating,latitude,longitude
Maccha House,"The Central, 6 Eu Tong Sen Street #01-15",Under $10,Japanese,,1.28878,103.846236
Maccha House,"Orchard Central, 181 Orchard Road #B1-40",Under $10,Japanese,3.5,1.300813,103.839903
Mackenzie Rex Restaurant,66 Prinsep St,$11 - $20,,4,1.299736,103.850084
Mad For Garlic,"Suntec City Mall, 3 Temasek Boulevard #02-300/301",$11 - $20,Italian,4,1.293422,103.856858
Mad Jack,"Nex, 23 Serangoon Central #B1-27",$11 - $20,Australian / New Zealand,3.5,1.351221,103.872292
MAD - Modern Asian Diner,"The Grandstand, 200 Turf Club Road #01-20/21",$11 - $20,Fusion,3.5,1.338869,103.792986
Madam Kwan&#39;s,"VivoCity, 1 Harbourfront Walk #01-152/153/154",$21 - $30,Malaysian,3.5,1.263928,103.822229
Madam Saigon,"Millenia Walk, 9 Raffles Boulevard #01-26",$11 - $20,Vietnamese,,1.292083,103.859414
Madame Patisserie,76 Boat Quay,$11 - $20,French,3.5,1.288203,103.849206
MadDog Bistro &amp; Bar,64 Boat Quay,$11 - $20,,,1.28764,103.849223
&amp;Made / L&#39;Entrecote Express,"Pacific Plaza, 9 Scotts Road #01-04/05/06",$21 - $30,European,3.5,1.306697,103.831852
Madeleine&#39;s Original Portuguese Egg Tart,198 Tanjong Katong Road,Under $10,Portuguese,4.5,1.307783,103.894994
MADO Cafe,"Jem, 50 Jurong Gateway Road #01-04",Under $10,Middle Eastern/Mediterranean,3.5,1.333169,103.743536
Madrinaa Italiano,"Chip Bee Gardens, 44 Jalan Merah Saga #01-60",$31 - $50,Italian,,1.311753,103.796821
Maggie Thai &amp; Chinese Restaurant,1 Liang Seah St #01-01/02,Under $10,Thai,,1.297911,103.856337
Magma German Wine Bistro,2-4 Bukit Pasoh Road,$31 - $50,German,4,1.278737,103.841011
MaguroDonya Miuramisakikou Sushi &amp; Dining - Eat at Seven,"Suntec City Mall, 3 Temasek Boulevard #03-314",$31 - $50,Japanese,4.5,1.293422,103.856858
Mahota Kitchen,"Kitchener Complex, Level 3, 809 French Road",$21 - $30,Fusion,,1.308347,103.862172
Mai Thai,"Chip Bee Gardens, 44 Jalan Merah Saga #01-58",$11 - $20,Thai,,1.311753,103.796821
Mai Zhi Su,Blk 128 Ang Mo Kio St 12 #01-1853,Under $10,Chinese,4,1.370837,103.843548
Maison Ikkoku,20 Kandahar St,$11 - $20,,3.5,1.302259,103.859588
Majestic Bay Seafood Restaurant,"Gardens By The Bay, 18 Marina Gardens Drive #01-09 (Flower Dome)",$51 - $80,Chinese,3.5,1.284366,103.865426
Majestic Restaurant,"New Majestic Hotel, 31-37 Bukit Pasoh Road",$31 - $50,Cantonese/Hong Kong,4,1.279305,103.840362
Makan,"Sembawang Hill Food Centre, 590 Upper Thomson Road #01-17",Under $10,Malay,,1.372513,103.82846
Makan First,Blk 125 Toa Payoh Lorong 1,Under $10,Malay,,1.338256,103.845674
Makan@Jen,"Hotel Jen, Orchard Gateway, 277 Orchard Rd Level 10",$31 - $50,Multi-Cuisine,,1.300566,103.838916
Makan Sini (Tampines),446 Pasir Ris Drive 6 #01-118,Under $10,"Malay, Singaporean Chinese",,1.370486,103.957386
Makansutra Gluttons Bay,"Esplanade Mall, 8 Raffles Avenue #01-05",Under $10,,3.5,1.289509,103.855511
Maki-San,"1 Sengkang Square, #01-45 Compass One",Under $10,Japanese,,1.392393,103.895331
Makiway DIY,"Katong Shopping Centre, 865 Mountbatten Road #01-02",Under $10,Japanese,,1.30382,103.901013
Mak&#39;s Noodle,"Westgate, 3 Gateway Dr #02-06",Under $10,Cantonese/Hong Kong,,1.334461,103.742801
Maks Place - The Hawkerant,401 Changi Road,Under $10,Malay,,1.319574,103.911137
Mala Hot Pot,"S11 Coffeshop, 3 Yung Sheng Road",Under $10,"Singaporean, Chinese",,1.334705,103.721577
Mala Hot Pot - The Kitchen,"The Star Vista, 1 Vista Exchange Green #02-25/26",Under $10,"Singaporean, Chinese",,1.306871,103.78857
Mala Hotpot - Yummy Box,"Big Box Warehouse Retail Mall, 1 Venture Avenue Level 3",Under $10,Chinese,,1.3317,103.744894
Mala Xiang Guo - Cook House,"Jem, 50 Jurong Gateway Road #05-01",Under $10,,,1.333169,103.743536
Malacca Chicken Rice Ball - Malaysian Food Street,"Resorts World Sentosa, 8 Sentosa Gateway",Under $10,Malaysian,4,1.25218,103.824175
Malay Delights,"Wang Wei Li Food Centre, 713 Clementi West Street 2",Under $10,Malay,,1.304224,103.762231
Malay Kueh - Istanbul,Blk 476 Tampines Street 44 #01-203,Under $10,Malay,,1.388985,103.772848
Malay Muslim Food - Koufu,"Loyang Point, Blk 258 Pasir Ris Street 21 #02-313",Under $10,Malay,,1.367072,103.965403
Malaysia Boleh,"Jurong Point, 63 Jurong West Central 3 #03-28 (JP2)",Under $10,Malay,3.5,1.338894,103.705622
Malu Malu Seafood,81 Jalan Malu Malu,Under $10,Chinese,,1.321641,103.923613
Mama Panda Kitchen,"River Safari, 80 Mandai Lake Road",Under $10,Singaporean Chinese,3,1.404081,103.783544
Mamie Waffle,"Tanjong Beach Club, 120 Beach Walk",Under $10,Belgian,,1.243382,103.828028
Man Fu Yuan,"InterContinental Singapore, 80 Middle Road #02-00",$51 - $80,Cantonese/Hong Kong,4,1.298437,103.854991
Man Fu Yuan,"InterContinental Singapore, 80 Middle Road #02-00",$21 - $30,Chinese,4,1.298437,103.854991
Man Man,"1 Keong Saik Road, #01-01",$21 - $30,Japanese,,1.279095,103.841384
Manbok,19 Cheong Chin Nam Road,$11 - $20,Korean,,1.343435,103.775075
Manbok,279 New Bridge Road,$11 - $20,Korean,4,1.282323,103.842072
Mandalay Style,"Peninsula Excelsior Hotel, 5 Coleman St #B1-29",Under $10,Asian Variety,4,1.291946,103.84982
Manhattan Bar,"Regent Singapore, 1 Cuscaden Road Level 2",$51 - $80,American,,1.304976,103.825429
Manna Korean Restaurant - Canteen 13,"NTU, 32 Nanyang Crescent (Hall of Residence 13)",$21 - $30,Korean,3.5,1.351432,103.681508
Manna Story,"Plaza Singapura, 68 Orchard Road #B2-22",$21 - $30,Korean,3.5,1.300005,103.844626
Manna Story,"JCube, 2 Jurong East Central 1 #04-19",$21 - $30,Korean,4,1.333129,103.740221
Maple &amp; Market,34 Cassia Crescent #01-82,Under $10,,3.5,1.309518,103.884495
Marble Slab Creamery,"Plaza Singapura, 68 Orchard Road #03-89",Under $10,American,3.5,1.300005,103.844626
March&#233;,"Raffles City Shopping Centre, 252 North Bridge Road #01-17A",$21 - $30,European,4,1.293883,103.853502
March&#233;,"Suntec City Mall, 3 Temasek Boulevard #01-612/613/614",$21 - $30,European,,1.293422,103.856858
March&#233;,"Jem, 50 Jurong Gateway Road #01-03",$21 - $30,European,3.5,1.333169,103.743536
March&#233;,"Asia Square Tower 2, 12 Marina View #01-04/05",$21 - $30,Swiss,,1.278117,103.850773
March&#233;,"313@Somerset, 313 Orchard Road #01-39/46",$21 - $30,Swiss,4,1.301114,103.838872
March&#233;,"VivoCity, 1 Harbourfront Walk #03-14",$21 - $30,"Swiss, European",4,1.263928,103.822229
Marco Marco,"Novena Square Velocity, 238 Thomson Road #02-26/27",$11 - $20,Italian,,1.32044,103.843556
Marina (HK) Roasted Delight - Kopitiam,"NUH Main Building 1, 5 Lower Kent Ridge Road",Under $10,Cantonese/Hong Kong,,1.29645,103.78285
Marina South Curry Delight,"Tiong Bahru Market, 30 Seng Poh Road #02-14",Under $10,,4,1.284759,103.832679
Marina South Delicious Food,"Maxwell Food Centre, 1 Kadayanallur Street #01-35",Under $10,,3,1.280489,103.844672
Marriott Cafe,"Singapore Marriott Hotel, 320 Orchard Road Ground Floor",$31 - $50,Multi-Cuisine,4,1.3046,103.8332
Marty&#39;s Casa Del Wild,"Resorts World Sentosa, 8 Sentosa Gateway (Universal Studios Singapore)",Under $10,Thai,,1.25218,103.824175
Marukyu,116A Telok Ayer Street,$81 - $150,Japanese,,1.282043,103.84817
Marutama Ra-Men,"Liang Court, 177 River Valley Road, #02-01/02",$31 - $50,Japanese,4,1.291667,103.844507
Marutama Ra-Men,"The Central, 6 Eu Tong Sen St #03-90",$31 - $50,Japanese,4,1.28878,103.846236
Mary&#39;s Kafe,"Kum Yan Methodist Church, 1 Queen Street",$11 - $20,"European, Fusion",,1.29697,103.851773
Masizzim,"313@Somerset, 313 Orchard Road #B3-02",$11 - $20,Korean,3.5,1.301114,103.838872
Master Crab Seafood Restaurant,"Vista Point, Blk 548 Woodlands Dr 44 #01-20",$11 - $20,,,1.430673,103.794126
Matsukiya,"Paragon, 290 Orchard Road, #05-04",$31 - $50,Japanese,,1.303628,103.835548
Matt&#39;s The Chocolate Shop,"One Raffles Place, 1 Raffles Place #B1-38",Under $10,,,1.28453,103.850971
Mavalli Tiffin Rooms MTR 1924,438 Serangoon Road,Under $10,Indian,,1.312912,103.856514
Max Bakery House,164 East Coast Road,Under $10,Singaporean,,1.306462,103.906098
Max Brenner Chocolate Bar,"I12 Katong, 112 East Coast Road #01-05",$11 - $20,American,3.5,1.305462,103.904652
Max Brenner Chocolate Bar,"Esplanade Mall, 8 Raffles Avenue #01-06/08",$11 - $20,American,4,1.289509,103.855511
May Ker Soya Bean Drink,"Ang Mo Kio Market &amp; Food Centre, Blk 724 Ang Mo Kio Ave 6 #01-27",Under $10,,,1.37008,103.849523
May May,65 Tras St,$21 - $30,Fusion,,1.277705,103.84447
Mayim Chinese Cuisine,"West Mall, 1 Bukit Batok Central Link #02-04",$11 - $20,,4,1.350024,103.749229
Mayim Chinese Cuisine,"Northpoint, 930 Yishun Ave 2 #02-01/05",$11 - $20,,3.5,1.42846,103.836099
Mayson&#39;s Bakery,"Jurong Point, 63 Jurong West Central 3 #01-66/75 (JP2)",Under $10,,3.5,1.338894,103.705622
MBK Thai Food,"824 Tampines Street 81, #01-22",Under $10,Thai,,1.349121,103.932666
McCafe,"The Centrepoint, 176 Orchard Road #B1-02/16A",Under $10,,4,1.301371,103.839735
McCafe,"Tampines Mall, 4 Tampinese Central 5 #01-33/33A",Under $10,American,4,1.352645,103.94473
McDonald&#39;s,"51 @ AMK, 51 Ang Mo Kio Ave 3 #01-04",Under $10,American,4,1.369305,103.847296
McDonald&#39;s,"Bedok Mall, 311 New Upper Changi Road #01-10/11",Under $10,American,,1.324493,103.929484
McDonald&#39;s,"Junction 8, 9 Bishan Place #01-20",Under $10,American,4.5,1.350045,103.848304
McDonald&#39;s,"Jurong Point, 1 Jurong West Central 2 #01-31 (JP1)",Under $10,American,4.5,1.322669,103.720709
McDonald&#39;s,Blk 374 Bukit Batok St 31 #01-198/202,Under $10,American,4,1.354949,103.751486
McDonald&#39;s,"Bukit Panjang Plaza, 1 Jelebu Road #02-01",Under $10,American,3.5,1.37956,103.764306
McDonald&#39;s,"King Albert Park, 11 King Albert Park #01-01/02 &amp; #01-05",Under $10,American,4,1.336909,103.779311
McDonald&#39;s,"Serene Centre, 10 Jalan Serene #01-01",Under $10,American,3.5,1.322507,103.813661
McDonald&#39;s,"Changi Aiport Terminal 2, 60 Airport Boulevard (Arrival Hall)",Under $10,American,4,1.356659,103.989523
McDonald&#39;s,"Limbang Shopping Centre, Blk 533 Choa Chu Kang St 51 #01-01",Under $10,American,5,1.392246,103.743077
McDonald&#39;s,"Funan Digitalife Mall, 109 North Bridge Road #01-15",Under $10,American,4,1.29143,103.84988
McDonald&#39;s,"The Clementi Mall, 3155 Commonwealth Ave West #01-06/09",Under $10,American,4,1.314791,103.764247
McDonald&#39;s,"Plaza Singapura, 68 Orchard Road #B1-23/24",Under $10,American,4,1.300005,103.844626
McDonald&#39;s,Blk 684 Hougang Ave 8 #01-999,Under $10,American,3.5,1.374481,103.886617
McDonald&#39;s,"NTU North Spine, 76 Nanyang Drive Blk N2.1 #01-08",Under $10,American,4.5,1.34713,103.680034
McDonald&#39;s,"Jurong SuperBowl, 1 Yuan Ching Road",Under $10,American,3.5,1.325866,103.724699
McDonald&#39;s,"Jem, 50 Jurong Gateway Road #01-63/02-55",Under $10,American,4.5,1.333169,103.743536
McDonald&#39;s,"Lucky Plaza, 304 Orchard Road #B1-19/24",Under $10,American,4,1.30459,103.83407
McDonald&#39;s,"Shaw Centre, 1 Scotts Road #01-03/08",Under $10,American,3.5,1.306359,103.831646
McDonald&#39;s,"White Sands, 1 Pasir Ris Central St 3 #01-29/30 &amp; #02-13/14",Under $10,American,3.5,1.372477,103.950032
McDonald&#39;s,"Paya Lebar Square, 60 Paya Lebar Road #01-68/69/74/75/76/K3",Under $10,American,,1.318786,103.892577
McDonald&#39;s,"*SCAPE, 2 Orchard Link #02-43",Under $10,American,4,1.301292,103.83613
McDonald&#39;s,"Tampines West Community Club, 5 Tampines Ave 3 #01-07",Under $10,American,,1.348699,103.935849
McDonald&#39;s,"Tampines Mall, 4 Tampines Central 5 #01-33",Under $10,American,3.5,1.352645,103.94473
McDonald&#39;s,"Choa Chu Kang Community Club, 35 Teck Whye Ave #01-01",Under $10,American,,1.381326,103.751936
McDonald&#39;s,"Tiong Bahru Plaza, 302 Tiong Bahru Road #01-32/33",Under $10,American,4,1.28643,103.827693
McDonald&#39;s,"HDB Hub, Blk 490 Lorong 6 Toa Payoh #01-11",Under $10,American,3.5,1.331922,103.848506
McDonald&#39;s,"Woodlands Civic Centre, 900 South Woodlands Drive #01-01",Under $10,American,3.5,1.435002,103.786847
Meat N Chill,"Sixth Avenue Centre, 805 Bukit Timah Road #01-04",$31 - $50,American,4.5,1.331601,103.795089
Meat Smith,167-169 Telok Ayer St,$11 - $20,American,,1.280091,103.847479
Medzs Bistro &amp; Bar,"Clifford Centre, 24 Raffles Place #01-01",$11 - $20,Middle Eastern/Mediterranean,,1.283876,103.852262
Medzs,"Millenia Walk, 9 Raffles Boulevard #01-46/47 &amp; 55/56",$11 - $20,,4,1.292083,103.859414
Medzs,"Orchard Central, 181 Orchard Road #B2-01/03",$11 - $20,,3.5,1.300813,103.839903
Mee Goreng Kerang - Asli Village,"Downtown East, 1 Pasir Ris Close #01-03",Under $10,Malay,,1.377757,103.955297
Mee Kia Noodle Shop - Eastlink Food Court,"Eastlink Mall Food Court, 8 Tampines Central 1",Under $10,"Singaporean, Chinese",3.5,,
Meet &amp; Melt,Blk 915 Tampines Street 91 #01-49,Under $10,,,1.348597,103.939492
Megumi Japanese Restaurant,Blk 107 Sunset Way #01-46,$21 - $30,Japanese,4,1.327295,103.766102
Megumi Japanese Restaurant,"Lodge 77, 77 Upper East Coast Road",$21 - $30,Japanese,4.5,1.313362,103.927392
Mei Chin Seafood Restaurant,Blk 273 Bukit Batok East Ave 4 #01-78,Under $10,"Singaporean, Chinese",,1.437754,103.839793
Mei Heong Yuen Dessert,63-67 Temple St,Under $10,,3.5,1.283274,103.843187
Mei Heong Yuen Dessert,"Chinatown Point, 133 New Bridge Road #B2-32/33",Under $10,,3.5,1.285849,103.84517
Mei Heong Yuen Dessert,"ION Orchard, 2 Orchard Turn #B4-34",Under $10,,3.5,1.304082,103.832016
Mei Wei Fried Fish Soup - Fujo Eating House,Blk 618 Yishun Ring Road #01-3232,Under $10,,,1.418771,103.835689
Mei Wei Hainanese Chicken Rice,"Tiong Bahru Market, 30 Seng Poh Road #02-47",Under $10,Hainanese,,1.284759,103.832679
Mei Xiang Black &amp; White Fish Soup,"Berseh Food Centre, 166 Jalan Besar #02-44",Under $10,,3.5,1.307408,103.856836
Meii Sushi,"The Scarlet, 33 Erskine Rd #01-01",$11 - $20,Japanese,,1.2808,103.845339
Mellben Legend Seafood,9 Opal Crescent,$21 - $30,,3.5,1.327727,103.867066
Mellben Seafood,Blk 232 Ang Mo Kio Ave 3 #01-1222,$31 - $50,Singaporean Chinese,4,1.368343,103.8372
Mellben Seafood,Blk 440 Pasir Ris Drive 4,$31 - $50,,,1.369037,103.958601
Mellben Seafood,Blk 211 Lorong 8 Toa Payoh #01-11/15,$31 - $50,,4,1.340425,103.853772
Mellben Signature,"Bestway Building, 12 Prince Edward Road",$11 - $20,,3,1.273978,103.848209
Mellower Coffee,"108 Middle Road #01-01, The Prospex",$11 - $20,Multi-Cuisine,,1.298885,103.853978
Mel&#39;s Drive-in,"Universal Studios Singapore, 8 Sentosa Gateway",$11 - $20,American,,1.256382,103.821541
MEN-ICHI - Shokutsu 10,"Jurong Point, 1 Jurong West Central 2 #B1-53/54 (JP1)",$11 - $20,Japanese,4,1.322669,103.720709
Men Men Don Don,"West Mall, 1 Bukit Batok Central Link #01-02",Under $10,Japanese,3,1.350024,103.749229
Menya Kyo,"Bugis Junction, 200 Victoria St #B1-27",$11 - $20,Japanese,,1.298508,103.855434
Menya Musashi,"The Star Vista, 1 Vista Exchange Green #B1-08",$11 - $20,Japanese,3,1.306871,103.78857
Menya Musashi,"Westgate, 3 Gateway Drive #02-07",$11 - $20,Japanese,3,1.334461,103.742801
Menya Musashi,"ION Orchard, 2 Orchard Turn #B3-25",$11 - $20,Japanese,3,1.304082,103.832016
Meomi Cat Cafe,668 North Bridge Road,$11 - $20,,,1.301507,103.858335
Merchants Wine Cellar &amp; Bistro,443 Joo Chiat Road Singapore s427656,$11 - $20,Singaporean Western,,1.307067,103.90447
Merci Marcel,"56 Eng Hoon Street, #01-68",$31 - $50,French,,1.284089,103.834289
Meta,1 Keong Saik Road,$31 - $50,Fusion,,1.279095,103.841384
Mezza9,"Grand Hyatt Singapore, 10 Scotts Road Mezzanine Level",$31 - $50,Multi-Cuisine,4,1.306345,103.833283
Mi Casa,51 Upper Bukit Timah Rd,Under $10,Spanish,,1.339425,103.776009
Miam Miam,"Bugis Junction, 200 Victoria St #02-14",$21 - $30,"French, Japanese, Fusion",3.5,1.298508,103.855434
Miam Miam,"Westgate, 3 Gateway Drive #01-21/22",$21 - $30,"French, Japanese, Fusion",3.5,1.334461,103.742801
Mian Wang 1971,"Sin Eating House, 537 Bukit Batok Street 52",Under $10,Fujian/Heng Hwa,,1.355152,103.750855
Miao Yi Vegetarian,"People’s Park Centre, 101 Upper Cross Street, #03-32",$11 - $20,Chinese,3.5,1.285907,103.844161
Mikawa Yakitori Bar,21 Cheong Chin Nam Road,$21 - $30,Japanese,,1.343562,103.774978
Mikuni Restaurant,"Fairmont Singapore, 80 Bras Basah Road Level 3",$81 - $150,Japanese,4.5,1.294082,103.853857
Miles Fragrant Hot Pot,"The Central, 6 Eu Tong Sen St #B1-15",Under $10,,,1.28878,103.846236
Milk &amp; Honey Cafe,"Bukit Batok HomeTeamNS Clubhouse, 2 Bukit Batok West Ave 7 #01-01/02/03",Under $10,,3.5,1.36578,103.7485
Milk &amp; Honey Gelato,"Bedok FengShan Market, Blk 86 Bedok North St 4 #01-179",Under $10,,3.5,1.33258,103.938962
Milk &amp; Honey,"City Square Mall, 180 Kitchener Road #02-K14",Under $10,,3.5,1.311361,103.856561
Milk &amp; Honey,"OneKM Mall, 11 Tanjong Katong Road #01-63/64",Under $10,,,1.314965,103.894924
Milkcow,"The Star Vista, 1 Vista Exchange Green #B1-06",Under $10,Korean,,1.306871,103.78857
Min Ee Seafood,46 Owen Road,Under $10,"Singaporean, Chinese",,1.31514,103.850797
Min Jiang at One-North,5 Rochester Park,$51 - $80,"Cantonese/Hong Kong, Sichuan",4,1.303977,103.78629
Min Jiang,"Goodwood Park Hotel, 22 Scotts Road",$51 - $80,"Cantonese/Hong Kong, Sichuan",4.5,1.308678,103.834669
Min Nan Pai Gu Xia Mian,"Tiong Bahru Market, 30 Seng Poh Road #02-31",Under $10,,4,1.284759,103.832679
Minced Meat Noodle - Broadway Food Court,"Sim Lim Square, 1 Rochor Canal Road #25 (Basement 1)",Under $10,,3.5,1.302937,103.852999
Ming Chung Restaurant,67 Maude Road,Under $10,Fujian/Heng Hwa,4,1.308296,103.857902
Ming Fa Fishball,"Holland Road Market, 1 Lorong Mambong #01-14",Under $10,,,1.311075,103.794876
Ming Fa Fishball,"Thomson Garden Estate, 246B Upper Thomson Road",Under $10,,4,1.353659,103.834437
Ming Kee Cooked Food,"Tanjong Pagar Plaza Market &amp; Food Centre, 6 Tanjong Pagar Plaza #02-24",Under $10,"Singaporean, Chinese",4,1.275574,103.842828
Ming Kee Live Seafood,556 MacPherson Road,$21 - $30,Chinese,4,1.332431,103.885071
Ming Kee Live Seafood,520 Macpherson Road,$11 - $20,,,1.332281,103.884158
Ming Kitchen Seafood,Blk 406 Tampines Street 41 #01-07,$11 - $20,"Singaporean, Chinese",,1.381702,103.767628
Ming Tang Spicy Roast Fish,"Bugis Cube, 470 North Bridge Road #01-3",$11 - $20,Sichuan,,1.298162,103.855638
Mini One,"Ngee Ann City, 391 Orchard Road #B2 (Takashimaya Food Hall)",Under $10,Japanese,4,1.302664,103.834623
Mini Star Fermented Beancurd,795 Geylang Road,Under $10,Cantonese/Hong Kong,3.5,1.315198,103.891811
Mini Steamboat Delight - Treats,"Parkway Parade, 80 Marina Parade Road #B1-13",Under $10,Singaporean,,1.302018,103.905069
Mini Wok,"Yuhua Market &amp; Hawker Centre, Blk 347 Jurong East Ave 1 #01-197",Under $10,,3.5,1.282293,103.850468
Mini Wok Zhi Char - Food Republic,"Shaw House, 350 Orchard Road Basement 1",Under $10,"Singaporean, Chinese",,1.305575,103.831904
Miniwok / Claypot - Makan Place,"Ngee Ann Polytechnic, 535 Clementi Road Blk 51 (Makan Place)",Under $10,Singaporean Chinese,,1.335223,103.775284
Misato,"The Cathay, 2 Handy Road #B1-24",Under $10,Japanese,3.5,1.299052,103.84788
Miska Cafe,"Quayside Isle, 31 Ocean Way #01-07",$11 - $20,Middle Eastern/Mediterranean,,1.247233,103.842222
Miso Korean Cuisine - Food Junction,"National University Of Singapore, 31 Lower Kent Ridge Level 2 (Yusof Ishak House)",Under $10,Korean,3,1.29537,103.774811
Miss Molly&#39;s,2 Craig Road,$11 - $20,,3,1.277539,103.843249
Mitsuba Japanese Restaurant,"The Central, 6 Eu Tong Sen Street, #03-88",$31 - $50,Japanese,4,1.28878,103.846236
Mixed Soup - Food Court 6,"Singapore Polytechnic, 500 Dover Road Stall 9",Under $10,,,1.308084,103.77962
Miz Japanese Restaurant,17 Kampong Bahru Road,$11 - $20,Japanese,3.5,1.277194,103.836647
Mizzy Corner Nasi Lemak,"Changi Village Hawker Centre, Blk 2 Changi Village Road #01-26",Under $10,"Malay, Singaporean",3,1.38907,103.988457
MK Restaurants,"313 Orchard Road #B3-30/31/32, 313@Somerset",$11 - $20,Thai,4,1.301022,103.838542
Moc Quan,"UE Square, 81 Clemenceau Ave #01-23",$11 - $20,Vietnamese,,1.292042,103.842617
Modesto&#39;s,"Orchard Rendezvous Hotel, 1 Tanglin Road, #01-09/10",$21 - $30,Italian,4.5,1.306552,103.827811
Modesto&#39;s,"VivoCity, 1 Harbourfront Walk #03-11",$21 - $30,"Italian, Middle Eastern/Mediterranean, European",4,1.263928,103.822229
MOF @ My Izakaya,"AMK Hub, 53 Ang Mo Kio Ave 3 #B1-51",$11 - $20,Japanese,4,1.36926,103.849189
MOF @ My Izakaya,"Jurong Point, 63 Jurong West Central 3 #03-42/47 (JP2)",$11 - $20,Japanese,3,1.338894,103.705622
MOF @ My Izakaya,"Bugis Junction, 200 Victoria St #02-45",$11 - $20,Japanese,3.5,1.298508,103.855434
MOF @ My Izakaya,"Tampines 1, 10 Tampines Central 1 #04-15",$11 - $20,Japanese,3.5,1.367228,103.928218
Moi Lum Restaurant,"Airview Building, 38 Maxwell Road #01-01/02",$11 - $20,Cantonese/Hong Kong,3.5,1.278982,103.844983
Mojo Lounge,47B Club St,$11 - $20,"Spanish, Fusion",,1.282188,103.846043
Moments of Delight,"Bedok Point, 799 New Upper Changi Road #03-34",Under $10,,4,1.324952,103.932317
Momiji Japanese Buffet Restaurant,"City Square Mall, 180 Kitchener Road #05-05/06",$31 - $50,Japanese,3.5,1.311361,103.856561
Momiji Japanese Buffet Restaurant,"Revenue House, 55 Newton Road #02-02",$31 - $50,Japanese,3.5,1.319438,103.842432
Mondo Mio Singapore South Italian Cuisine,"Riverside View, 30 Robertson Quay #01-02A",$31 - $50,Italian,4,1.291277,103.841351
Mongkok Kitchen,197 East Coast Road,$11 - $20,Cantonese/Hong Kong,,1.307274,103.906507
Monster Curry,"ION Orchard, 2 Orchard Turn #B4-52",$11 - $20,Japanese,3.5,1.304082,103.832016
Monster Curry,"Tampines 1, 10 Tampines Central 1, #01-08/09/10",$11 - $20,Japanese,,1.367228,103.928218
Monster Curry,"Vivo City, 1 Harbourfront Walk #02-126",$11 - $20,Japanese,,1.264049,103.820981
Montana Brew Bar,"PoMo, 1 Selegie Road #01-04",$11 - $20,,3.5,1.29991,103.849359
Montana,"PoMo, 1 Selegie Road #02-25",$21 - $30,Fusion,,1.29991,103.849359
MooJaa,25 Keong Saik Road,$21 - $30,Thai,3.5,1.27986,103.84136
Mookata,"Bugis Junction Mall, 200 Victoria St #02-53",$21 - $30,Thai,,1.299775,103.855907
Mookata,103 East Coast Road,$11 - $20,Thai,4,1.305752,103.904279
Morganfield&#39;s,"The Star Vista, 1 Vista Exchange Green #02-23",$21 - $30,American,4,1.306871,103.78857
Morton&#39;s,"Mandarin Oriental Singapore, 5 Raffles Ave Level 5",$21 - $30,American,4,1.290661,103.858324
Morton&#39;s The Steakhouse,"Mandarin Oriental Singapore, Fourth Storey, 5 Raffles Avenue",$81 - $150,"American, Western Variety",,1.290661,103.858324
MOS Burger,"Junction 8, 9 Bishan Place #01-19",Under $10,Japanese,3.5,1.350045,103.848304
MOS Burger,"Bugis Junction, 200 Victoria St #01-69",Under $10,Japanese,4,1.298508,103.855434
MOS Burger,"Raffles City Shopping Centre, 252 North Bridge Road #B1-38",Under $10,Japanese,3.5,1.293883,103.853502
MOS Burger,"Plaza Singapura, 68 Orchard Road #B1-01",Under $10,Japanese,3.5,1.300005,103.844626
MOS Burger,"Northpoint, 930 Yishun Ave 2 #B1-39",Under $10,Japanese,,1.42846,103.836099
Mount Faber Nasi Lemak Fast Food Shop,49A Kreta Ayer Road,Under $10,,2.5,1.281074,103.84195
Mouth Restaurant,"Plaza Singapura, 68 Orchard Road #02-01",$11 - $20,Cantonese/Hong Kong,3.5,1.300005,103.844626
Mr and Mrs Mohgan&#39;s Super Crispy Roti Prata,7 Crane Road,Under $10,Indian,4,1.312523,103.899266
Mr Avocado Exotic Fruit Juice,"Alexandra Village Food Centre,120 Bukit Merah Lane 1 #01-19",Under $10,,4,1.286295,103.804495
Mr Bean,"NUH Kent Ridge Wing L3 (South Entrance), 5 Lower Kent Ridge Road, Kopitiam",Under $10,Singaporean,4,1.29645,103.78285
Mr Bean,"Chinese Garden MRT Station, Blk 151 Boon Lay Way #01-02",Under $10,Singaporean,4,1.342315,103.732504
Mr Bean,"Ten Mile Junction, 1 Woodlands Road, #01-02",Under $10,Singaporean,,1.380141,103.760317
Mr Bean,"Lavender MRT, 50 Kallang Road #B1-02",Under $10,Singaporean,4,1.307043,103.862976
Mr Bean,"Square 2, 10 Sinaran Drive #01-21",Under $10,,4,1.320635,103.844326
Mr Bean,"Outram Park MRT Station, 10 Outram Road #B1-01",Under $10,,4,1.281405,103.839127
Mr Bean,"Sun Plaza, 30 Sembawang Drive #B1-28",Under $10,,4,1.448203,103.819545
Mr Bean,"Tampines MRT Station, 20 Tampines Central 1 #01-23",Under $10,,4,1.353068,103.943686
Mr Bean,"HDB Hub, Blk 500 Lorong 6 Toa Payoh #01-35",Under $10,,4,1.331922,103.848506
Mr &amp; Mrs Maxwell&#39;s,"The Club, 28 Ann Siang Rd",$11 - $20,,,1.280748,103.845739
Mr Punch Public House,26 Seah St,$21 - $30,European,,1.29625,103.854567
Mr Punch Public House,26 Seah Street,$21 - $30,European,,1.29625,103.854567
